,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,usCite_1,usCite_2,,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
15286,1919-125,1919-125-01,1919-125-01-01,1919-125-01-01-01,3/8/20,1,252 U.S. 239,252,239,,40 S. Ct. 205,64 L. Ed. 542,1920 U.S. LEXIS 1606,1919,905,White,234,PIERCE et al. v. UNITED STATES,11/18/19,,142,,27,,13,,,0,95,,95,,0,1,,1,1,2,0,0,0,0,30060,3,1,0,1,1,2,200,,66,56,1,7,2
15352,1920-010,1920-010-01,1920-010-01-01,1920-010-01-01-01,12/13/20,1,254 U.S. 325,254,325,,41 S. Ct. 125,65 L. Ed. 287,1920 U.S. LEXIS 1161,1920,905,White,79,GILBERT v. STATE OF MINNESOTA,11/10/20,,126,,28,28,13,,,0,302,28,300,28,0,1,2,1,1,2,0,0,0,0,30010,3,1,0,2,4,2,200,,58,56,1,8,1
15450,1920-108,1920-108-01,1920-108-01-01,1920-108-01-01-01,5/2/21,1,256 U.S. 232,256,232,,41 S. Ct. 469,65 L. Ed. 913,1921 U.S. LEXIS 1632,1920,905,White,559,NEWBERRY et al. v. UNITED STATES,1/7/21,,100,,27,,13,,,0,82,,82,,0,1,,2,2,4,0,1,0,0,30140,3,1,0,1,,1,104,,67,56,1,9,0
15500,1920-158,1920-158-01,1920-158-01-01,1920-158-01-01-01,3/7/21,1,255 U.S. 407,255,407,,41 S. Ct. 352,65 L. Ed. 704,1921 U.S. LEXIS 1772,1920,905,White,155,"UNITED STATES ex rel. MILWAUKEE SOCIAL DEMOCRATIC PUBLISHING COMPANY v. BURLESON, POSTMASTER GENERAL OF THE UNITED STATES",1/18/21,,220,,412,,13,112,,0,19,,32,,0,1,2,1,1,2,0,0,0,0,30010,3,1,0,3,,9,900,,69,56,1,7,2
15948,1922-204,1922-204-01,1922-204-01-01,1922-204-01-01-01,6/4/23,1,262 U.S. 404,262,404,,43 S. Ct. 628,67 L. Ed. 1047,1923 U.S. LEXIS 2656,1922,1004,Taft,134,BARTELS v. STATE OF IOWA.,10/10/22,,126,,28,19,13,,,0,302,19,300,19,0,1,2,1,3,3,0,1,0,0,30010,3,2,0,2,,2,230,,67,70,1,7,2
16358,1924-169,1924-169-01,1924-169-01-01,1924-169-01-01-01,6/8/25,1,268 U.S. 652,268,652,,45 S. Ct. 625,69 L. Ed. 1138,1925 U.S. LEXIS 598,1924,1005,Taft,19,GITLOW v. PEOPLE OF NEW YORK,4/12/23,11/23/23,126,,28,37,13,,,0,302,37,300,37,0,1,2,1,1,2,0,0,0,0,30010,3,1,0,2,,2,200,,73,70,1,7,2
16666,1926-028,1926-028-01,1926-028-01-01,1926-028-01-01-01,12/13/26,1,272 U.S. 655,272,655,,47 S. Ct. 234,71 L. Ed. 461,1926 U.S. LEXIS 34,1926,1005,Taft,102,DYSART v. UNITED STATES,,,126,,27,,1,,,0,122,,25,,0,12,2,1,1,4,0,1,0,0,30200,3,2,0,3,,9,900,,67,70,1,9,0
16688,1926-050,1926-050-01,1926-050-01-01,1926-050-01-01-01,5/16/27,1,274 U.S. 357,274,357,,47 S. Ct. 641,71 L. Ed. 1095,1927 U.S. LEXIS 1011,1926,1005,Taft,3,WHITNEY v. CALIFORNIA,10/6/25,3/18/26,126,,28,6,13,,,0,302,6,300,6,0,1,9,1,1,2,0,0,0,0,30010,3,1,0,2,2,2,200,,73,70,1,9,0
16712,1926-074,1926-074-01,1926-074-01-01,1926-074-01-01-01,5/16/27,1,274 U.S. 328,274,328,,47 S. Ct. 650,71 L. Ed. 1077,1927 U.S. LEXIS 32,1926,1005,Taft,135,BURNS v. UNITED STATES,11/24/26,,126,,27,,13,,,0,50,,50,,0,1,,1,1,2,0,0,0,0,30060,3,1,0,4,,3,369,,72,70,1,8,1
16715,1926-077,1926-077-01,1926-077-01-01,1926-077-01-01-01,5/16/27,1,274 U.S. 380,274,380,,47 S. Ct. 655,71 L. Ed. 1108,1927 U.S. LEXIS 35,1926,1005,Taft,48,FISKE v. KANSAS,5/3/26,,126,,28,20,13,,,0,302,20,300,20,0,1,2,1,3,4,0,1,0,0,30010,3,2,0,2,,2,230,,73,70,1,9,0
16792,1926-154,1926-154-01,1926-154-01-01,1926-154-01-01-01,2/21/27,1,273 U.S. 284,273,284,,47 S. Ct. 406,71 L. Ed. 646,1927 U.S. LEXIS 699,1926,1005,Taft,465,"FARRINGTON, GOVERNOR OF HAWAII, et al. v. TOKUSHIGE et al.",1/21/27,,19,15,232,,1,117,15,0,63,,29,,0,12,2,2,3,2,0,0,0,0,30010,3,2,0,2,4,8,800,,67,70,1,9,0
17027,1928-011,1928-011-01,1928-011-01-01,1928-011-01-01-01,11/19/28,1,278 U.S. 63,278,63,,49 S. Ct. 61,73 L. Ed. 184,1928 U.S. LEXIS 294,1928,1005,Taft,2,NEW YORK ex rel. BRYANT v. ZIMMERMAN et al.,,,126,,19,37,13,,,0,301,37,301,37,0,1,,1,1,2,0,0,0,0,30010,3,1,0,2,,8,800,,64,70,1,8,1
17146,1929-001,1929-001-01,1929-001-01-01,1929-001-01-01-01,10/14/29,1,280 U.S. 1,280,1,,50 S. Ct. 5,74 L. Ed. 131,1929 U.S. LEXIS 444,1929,1005,Taft,6,GONZALEZ v. ROMAN CATHOLIC ARCHBISHOP OF MANILA,4/8/29,,166,,130,,1,,,0,17,62,15,62,0,12,3,2,1,2,0,0,0,0,30160,3,2,0,3,,9,900,,68,70,1,9,0
17258,1929-114,1929-114-01,1929-114-01-01,1929-114-01-01-01,2/24/30,1,280 U.S. 396,280,396,,50 S. Ct. 167,74 L. Ed. 508,1930 U.S. LEXIS 758,1929,1101,Hughes,66,UNITED STATES v. WURZBACH,1/20/30,,27,,14,,2,,,0,122,,122,,0,1,,2,1,2,0,0,0,0,30140,3,2,0,3,,9,900,,59,59,1,8,0
17342,1930-059,1930-059-01,1930-059-01-01,1930-059-01-01-01,5/18/31,1,283 U.S. 359,283,359,,51 S. Ct. 532,75 L. Ed. 1117,1931 U.S. LEXIS 152,1930,1102,Hughes,584,STROMBERG v. CALIFORNIA,4/15/31,,126,,28,6,2,,,0,302,6,300,6,0,1,9,2,3,2,0,0,0,0,30010,3,2,0,2,,2,200,,75,75,1,7,2
17367,1930-084,1930-084-01,1930-084-01-01,1930-084-01-01-01,6/1/31,1,283 U.S. 697,283,697,,51 S. Ct. 625,75 L. Ed. 1357,1931 U.S. LEXIS 175,1930,1102,Hughes,91,"NEAR v. MINNESOTA EX REL. OLSON, COUNTY ATTORNEY",1/30/30,,190,,8,28,2,,,0,302,28,300,28,0,1,2,2,3,9,0,0,0,0,30030,3,2,0,2,,2,200,,75,75,1,5,4
17500,1931-049,1931-049-01,1931-049-01-01,1931-049-01-01-01,4/11/32,1,285 U.S. 424,285,424,,52 S. Ct. 412,76 L. Ed. 843,1932 U.S. LEXIS 444,1931,1103,Hughes,513,UNITED STATES v. LIMEHOUSE,2/25/32,,27,,100,,2,,,0,155,,155,,0,1,8,1,1,2,0,0,0,0,30200,3,1,0,3,,9,900,,68,75,1,7,1
17830,1933-059,1933-059-01,1933-059-01-01,1933-059-01-01-01,1/8/34,1,290 U.S. 534,290,534,,54 S. Ct. 287,78 L. Ed. 484,1934 U.S. LEXIS 454,1933,1103,Hughes,434,BURROUGHS AND CANNON v. UNITED STATES,12/5/33,,100,,27,,1,,,0,19,,32,,1,12,4,1,1,7,0,1,0,0,30140,3,2,0,4,,6,600,campaign spending,71,75,1,8,1
17977,1934-036,1934-036-01,1934-036-01-01,1934-036-01-01-01,11/5/34,1,293 U.S. 76,293,76,,55 S. Ct. 21,79 L. Ed. 208,1934 U.S. LEXIS 5,1934,1103,Hughes,18,LONG v. ANSELL,10/15/34,,23,,174,,1,,,0,19,,32,,0,12,2,2,1,2,0,0,0,0,30030,3,2,0,3,,1,106,,68,75,1,9,0
18108,1934-167,1934-167-01,1934-167-01-01,1934-167-01-01-01,4/1/35,1,294 U.S. 608,294,608,,55 S. Ct. 570,79 L. Ed. 1086,1935 U.S. LEXIS 60,1934,1103,Hughes,538,SEMLER v. OREGON STATE BOARD OF DENTAL EXAMINERS et al.,3/7/35,,206,,4,43,2,117,43,0,302,43,300,43,0,1,2,1,1,2,0,0,0,0,30020,3,1,0,3,,9,900,,75,75,1,9,0
18199,1935-087,1935-087-01,1935-087-01-01,1935-087-01-01-01,2/10/36,1,297 U.S. 251,297,251,,56 S. Ct. 453,80 L. Ed. 669,1936 U.S. LEXIS 525,1935,1103,Hughes,597,"BORDEN'S FARM PRODUCTS CO., INC. v. TEN EYCK, COMMISSIONER OF AGRICULTURE & MARKETS OF NEW YORK, et al.",1/6/36,,233,,19,37,2,117,37,1,96,,96,,0,1,,2,1,2,0,0,0,0,30020,3,2,0,5,,9,900,,76,75,1,5,4
18200,1935-088,1935-088-01,1935-088-01-01,1935-088-01-01-01,2/10/36,1,297 U.S. 266,297,266,,56 S. Ct. 457,80 L. Ed. 675,1936 U.S. LEXIS 526,1935,1103,Hughes,349,"MAYFLOWER FARMS, INC. v. TEN EYCK, COMMISSIONER OF THE DEPARTMENT OF AGRICULTURE & MARKETS OF NEW YORK, et al.",1/15/36,,122,,19,37,2,117,37,0,302,37,300,37,0,1,2,1,3,4,0,1,0,0,30020,3,2,0,3,,9,900,,76,75,1,6,3
18332,1936-060,1936-060-01,1936-060-01-01,1936-060-01-01-01,1/4/37,1,299 U.S. 353,299,353,,57 S. Ct. 255,81 L. Ed. 278,1937 U.S. LEXIS 1135,1936,1103,Hughes,123,DE JONGE v. OREGON,12/9/36,,126,,28,43,2,,,0,302,43,300,43,0,1,2,2,3,2,0,0,0,0,30060,3,2,0,4,,3,369,,75,75,1,8,0
18386,1936-115,1936-115-01,1936-115-01-01,1936-115-01-01-01,4/26/37,1,301 U.S. 242,301,242,,57 S. Ct. 732,81 L. Ed. 1066,1937 U.S. LEXIS 290,1936,1103,Hughes,474,"HERNDON v. LOWRY, SHERIFF",2/8/37,,215,,8,13,2,117,13,0,302,13,300,13,0,1,6,1,3,4,0,1,0,0,30060,3,2,0,3,,9,900,,76,75,1,5,4
18541,1937-106,1937-106-01,1937-106-01-01,1937-106-01-01-01,3/28/38,1,303 U.S. 444,303,444,,58 S. Ct. 666,82 L. Ed. 949,1938 U.S. LEXIS 297,1937,1105,Hughes,391,LOVELL v. CITY OF GRIFFIN,2/4/38,,126,,3,13,2,,,0,302,13,300,13,0,1,9,2,4,2,0,0,0,0,30020,3,2,0,3,,9,900,,75,75,1,8,0
18650,1938-045,1938-045-01,1938-045-01-01,1938-045-01-01-01,6/5/39,7,307 U.S. 496,307,496,,59 S. Ct. 954,83 L. Ed. 1423,1939 U.S. LEXIS 1067,1938,1107,Hughes,651,"HAGUE, MAYOR, et al. v. COMMITTEE FOR INDUSTRIAL ORGANIZATION et al.",2/27/39,,3,35,247,,1,,,0,92,,23,,0,10,10,2,4,2,0,0,0,0,30010,3,2,0,2,,2,230,,76,75,1,5,2
18768,1939-012,1939-012-01,1939-012-01-01,1939-012-01-01-01,11/22/39,1,308 U.S. 147,308,147,,60 S. Ct. 146,84 L. Ed. 155,1939 U.S. LEXIS 1115,1939,1107,Hughes,11,SCHNEIDER v. STATE (TOWN OF IRVINGTON),10/13/39,,126,,3,35,1,,,0,302,35,300,35,0,10,2,2,4,2,0,0,0,0,30010,3,2,0,2,,2,200,,76,75,1,7,1
18834,1939-078,1939-078-01,1939-078-01-01,1939-078-01-01-01,6/3/40,1,310 U.S. 586,310,586,,60 S. Ct. 1010,84 L. Ed. 1375,1940 U.S. LEXIS 1136,1939,1108,Hughes,690,"MINERSVILLE SCHOOL DISTRICT, BOARD OF EDUCATION OF MINERSVILLE SCHOOL DISTRICT, et al. v. GOBITIS et al.",4/25/40,,21,45,239,,1,117,45,0,109,,23,,0,2,2,2,1,3,0,1,0,0,30160,3,1,0,2,,2,230,,80,75,1,8,1
18838,1939-082,1939-082-01,1939-082-01-01,1939-082-01-01-01,4/22/40,1,310 U.S. 88,310,88,,60 S. Ct. 736,84 L. Ed. 1093,1940 U.S. LEXIS 1153,1939,1108,Hughes,514,THORNHILL v. ALABAMA,2/29/40,,126,,28,1,1,117,1,0,302,1,301,1,0,10,2,2,3,2,0,0,0,0,30010,3,2,0,2,,8,800,,82,75,1,8,1
18839,1939-083,1939-083-01,1939-083-01-01,1939-083-01-01-01,4/22/40,1,310 U.S. 106,310,106,,60 S. Ct. 746,84 L. Ed. 1104,1940 U.S. LEXIS 1154,1939,1108,Hughes,667,CARLSON v. CALIFORNIA,2/29/40,,218,,28,6,2,117,6,0,302,6,301,6,0,1,2,1,4,3,0,1,0,0,30150,3,2,0,2,,8,800,,82,75,1,8,1
18880,1939-124,1939-124-01,1939-124-01-01,1939-124-01-01-01,5/20/40,1,310 U.S. 296,310,296,,60 S. Ct. 900,84 L. Ed. 1213,1940 U.S. LEXIS 591,1939,1108,Hughes,632,CANTWELL et al. v. CONNECTICUT,3/29/40,,126,,28,37,1,117,8,0,302,8,300,8,0,10,7,1,3,4,0,1,0,0,30160,3,2,0,3,,9,900,,76,75,1,9,0
18948,1940-047,1940-047-01,1940-047-01-01,1940-047-01-01-01,1/13/41,1,312 U.S. 19,312,19,,61 S. Ct. 429,85 L. Ed. 488,1941 U.S. LEXIS 1033,1940,1108,Hughes,87,GORIN v. UNITED STATES,12/19/40,,126,,27,,1,,,0,51,,29,,0,10,2,1,1,2,0,0,0,0,30060,3,1,0,4,,3,346,,79,75,1,8,0
18965,1940-064,1940-064-01,1940-064-01-01,1940-064-01-01-01,1/20/41,1,312 U.S. 52,312,52,,61 S. Ct. 399,85 L. Ed. 581,1941 U.S. LEXIS 1103,1940,1108,Hughes,22,"HINES, SECRETARY OF LABOR AND INDUSTRY OF PENNSYLVANIA, et al. v. DAVIDOWITZ et al.",12/10/40,,28,45,19,45,2,117,45,1,110,,110,,0,1,,2,1,2,0,0,0,0,30120,3,2,0,4,,3,369,,78,76,1,6,3
19053,1940-152,1940-152-01,1940-152-01-01,1940-152-01-01-01,3/31/41,1,312 U.S. 569,312,569,,61 S. Ct. 762,85 L. Ed. 1049,1941 U.S. LEXIS 783,1940,1108,Hughes,502,COX et al. v. NEW HAMPSHIRE,3/7/41,,130,,28,34,2,,,0,302,34,300,34,0,1,2,1,1,2,0,0,0,0,30010,3,1,0,2,4,8,800,,75,75,1,8,0
19083,1941-004,1941-004-01,1941-004-01-01,1941-004-01-01-01,12/8/41,1,314 U.S. 252,314,252,,62 S. Ct. 190,86 L. Ed. 192,1941 U.S. LEXIS 1084,1941,1202,Stone,1,BRIDGES v. CALIFORNIA,10/18/40,10/13/41,126,,28,6,1,,,0,302,6,300,6,0,10,2,2,3,2,0,0,0,0,30010,3,2,0,2,,2,200,,78,78,1,5,4
19154,1941-075,1941-075-01,1941-075-01-01,1941-075-01-01-01,3/30/42,1,315 U.S. 769,315,769,,62 S. Ct. 816,86 L. Ed. 1178,1942 U.S. LEXIS 1152,1941,1202,Stone,901,BAKERY & PASTRY DRIVERS & HELPERS LOCAL 802 OF THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS et al. v. WOHL et al.,1/13/42,,249,,233,,1,,,0,302,37,300,37,0,12,2,2,3,2,0,0,0,0,30010,3,2,0,2,,2,200,,84,74,1,8,0
19216,1941-137,1941-137-01,1941-137-01-01,1941-137-01-01-01,4/13/42,1,316 U.S. 52,316,52,,62 S. Ct. 920,86 L. Ed. 1262,1942 U.S. LEXIS 725,1941,1202,Stone,707,"VALENTINE, POLICE COMMISSIONER OF THE CITY OF NEW YORK, v. CHRESTENSEN",3/31/42,,19,37,218,,1,117,37,0,96,,22,,0,12,2,2,1,3,0,1,0,0,30020,3,1,0,2,,2,200,,76,74,1,9,0
19227,1941-148,1941-148-01,1941-148-01-01,1941-148-01-01-01,3/9/42,1,315 U.S. 568,315,568,,62 S. Ct. 766,86 L. Ed. 1031,1942 U.S. LEXIS 851,1941,1202,Stone,255,CHAPLINSKY v. NEW HAMPSHIRE,2/5/42,,126,,28,34,2,,,0,302,34,300,34,0,1,2,1,1,2,0,0,0,0,30010,3,1,0,1,,8,800,,82,74,1,9,0
19318,1942-073,1942-073-01,1942-073-01-01,1942-073-01-01-01,5/3/43,1,319 U.S. 141,319,141,,63 S. Ct. 862,87 L. Ed. 1313,1943 U.S. LEXIS 1188,1942,1202,Stone,238,MARTIN v. CITY OF STRUTHERS,3/11/43,,130,,3,41,2,,,0,302,41,300,41,0,1,9,1,4,3,0,1,0,0,30010,3,2,0,2,,2,200,,78,74,1,5,4
19375,1942-130,1942-130-01,1942-130-01-01,1942-130-01-01-01,6/14/43,1,319 U.S. 583,319,583,,63 S. Ct. 1200,87 L. Ed. 1600,1943 U.S. LEXIS 489,1942,1202,Stone,826,TAYLOR v. MISSISSIPPI,4/15/43,,130,,28,10,2,,,0,302,29,300,29,0,1,2,1,3,3,0,1,0,0,30010,3,2,0,2,,2,200,,76,74,1,9,0
19376,1942-131,1942-131-01,1942-131-01-01,1942-131-01-01-01,6/14/43,1,319 U.S. 624,319,624,,63 S. Ct. 1178,87 L. Ed. 1628,1943 U.S. LEXIS 490,1942,1202,Stone,591,WEST VIRGINIA STATE BOARD OF EDUCATION et al. v. BARNETTE et al.,3/11/43,,21,57,130,,2,117,57,1,131,,131,,0,1,,2,3,2,0,0,1,0,30010,3,2,0,2,,8,800,,84,74,1,6,3
19398,1942-153,1942-153-01,1942-153-01-01,1942-153-01-01-01,5/3/43,6,319 U.S. 103,319,103,,63 S. Ct. 890,87 L. Ed. 1290,1943 U.S. LEXIS 710,1942,1202,Stone,280,JONES v. OPELIKA,2/5/42,3/10/43,501,,501,,1,,,0,302,1,300,1,1,12,2,2,4,2,0,0,1,0,30020,3,2,0,3,,9,900,,,74,1,9,0
19399,1942-154,1942-154-01,1942-154-01-01,1942-154-01-01-01,5/3/43,1,319 U.S. 105,319,105,,63 S. Ct. 870,87 L. Ed. 1292,1943 U.S. LEXIS 711,1942,1202,Stone,480,MURDOCK v. PENNSYLVANIA (CITY OF JEANNETTE),3/10/43,,130,,3,45,1,,,0,302,45,300,45,0,12,9,1,4,4,0,1,1,0,30160,3,2,0,3,,9,900,,81,74,1,5,4
19404,1942-159,1942-159-01,1942-159-01-01,1942-159-01-01-01,3/8/43,1,318 U.S. 413,318,413,,63 S. Ct. 669,87 L. Ed. 869,1943 U.S. LEXIS 889,1942,1202,Stone,558,JAMISON v. TEXAS,2/12/43,,130,,28,51,2,,,0,302,51,302,51,0,1,,1,4,3,0,1,0,0,30160,3,2,0,2,,2,202,,78,74,1,8,0
19405,1942-160,1942-160-01,1942-160-01-01,1942-160-01-01-01,3/8/43,1,318 U.S. 418,318,418,,63 S. Ct. 667,87 L. Ed. 873,1943 U.S. LEXIS 890,1942,1202,Stone,559,LARGENT v. TEXAS,2/12/43,,130,,28,51,2,,,0,302,51,302,51,0,1,,2,4,2,0,0,0,0,30160,3,2,0,2,,2,230,,79,74,1,8,0
19407,1942-162,1942-162-01,1942-162-01-01,1942-162-01-01-01,3/1/43,1,318 U.S. 236,318,236,,63 S. Ct. 561,87 L. Ed. 734,1943 U.S. LEXIS 912,1942,1202,Stone,458,VIERECK v. UNITED STATES,2/1/43,,126,,27,,1,,,0,55,,32,,0,12,2,2,1,3,0,1,0,0,30060,3,1,0,4,,3,369,,74,74,1,5,2
19548,1943-132,1943-132-01,1943-132-01-01,1943-132-01-01-01,4/24/44,1,322 U.S. 78,322,78,,64 S. Ct. 882,88 L. Ed. 1148,1944 U.S. LEXIS 810,1943,1202,Stone,472,UNITED STATES v. BALLARD et al.,3/3/44,,27,,126,,1,,,0,51,,29,,1,10,3,2,1,4,0,1,0,0,30160,3,1,0,1,,2,202,,81,76,1,7,2
19552,1943-136,1943-136-01,1943-136-01-01,1943-136-01-01-01,3/27/44,1,321 U.S. 573,321,573,,64 S. Ct. 717,88 L. Ed. 938,1944 U.S. LEXIS 902,1943,1202,Stone,486,FOLLETT v. TOWN OF MCCORMICK,2/11/44,,126,,3,48,2,,,0,302,48,300,48,0,1,2,1,4,3,0,1,0,0,30160,3,2,0,7,,9,900,,81,74,1,6,3
19685,1944-128,1944-128-01,1944-128-01-01,1944-128-01-01-01,1/8/45,1,323 U.S. 516,323,516,,65 S. Ct. 315,89 L. Ed. 430,1945 U.S. LEXIS 2716,1944,1202,Stone,14,"THOMAS v. COLLINS, SHERIFF",5/1/44,10/11/44,249,,5,51,2,,,0,300,51,300,51,0,1,,1,3,3,0,1,0,0,30010,3,2,0,3,,9,900,,85,78,1,5,4
19751,1945-030,1945-030-01,1945-030-01-01,1945-030-01-01-01,6/3/46,1,328 U.S. 303,328,303,,66 S. Ct. 1073,90 L. Ed. 1252,1946 U.S. LEXIS 2280,1945,1203,Stone,809,UNITED STATES v. LOVETT,5/3/46,,27,,13,60,1,,,0,3,,3,,0,10,,2,2,2,0,0,0,0,30120,3,2,0,1,3,1,122,,78,78,1,7,0
19781,1945-060,1945-060-01,1945-060-01-01,1945-060-01-01-01,1/7/46,1,326 U.S. 517,326,517,,66 S. Ct. 274,90 L. Ed. 274,1946 U.S. LEXIS 2927,1945,1203,Stone,87,TUCKER v. TEXAS,12/7/45,,130,,28,51,2,,,0,302,51,301,51,0,1,2,1,3,3,0,1,0,0,30160,3,2,0,2,,2,202,,78,78,1,5,3
19839,1945-118,1945-118-01,1945-118-01-01,1945-118-01-01-01,1/7/46,1,326 U.S. 501,326,501,,66 S. Ct. 276,90 L. Ed. 265,1946 U.S. LEXIS 3097,1945,1203,Stone,114,MARSH v. ALABAMA,12/7/45,,130,,28,1,2,,,0,302,1,301,1,0,1,2,1,3,4,0,1,0,0,30160,3,2,0,2,3,2,202,,78,78,1,5,3
41,1946-020,1946-020-01,1946-020-01-01,1946-020-01-01-01,12/23/46,1,329 U.S. 304,329,304,,67 S. Ct. 313,91 L. Ed. 308,1946 U.S. LEXIS 1582,1946,1301,Vinson,59,"EAGLES, POST COMMANDING OFFICER, v. UNITED STATES EX REL. SAMUELS",11/21/46,,306,,142,,1,24,,0,92,35,23,,0,2,4,2,1,3,0,1,0,0,30130,3,1,0,5,4,3,366,,81,87,1,9,0
42,1946-021,1946-021-01,1946-021-01-01,1946-021-01-01-01,12/23/46,1,329 U.S. 317,329,317,,67 S. Ct. 320,91 L. Ed. 318,1946 U.S. LEXIS 1583,1946,1301,Vinson,58,"EAGLES, POST COMMANDING OFFICER, v. UNITED STATES EX REL. HOROWITZ",11/21/46,,306,,142,,1,24,,0,92,35,23,,0,2,4,2,1,3,0,1,0,0,30130,3,1,0,5,4,3,366,,81,87,1,9,0
44,1946-023,1946-023-01,1946-023-01-01,1946-023-01-01-01,12/23/46,1,329 U.S. 338,329,338,,67 S. Ct. 301,91 L. Ed. 331,1946 U.S. LEXIS 1584,1946,1301,Vinson,23,GIBSON v. UNITED STATES,1/2/46,10/23/46,142,,27,,1,24,,0,115,49,28,,0,10,2,1,1,3,0,1,0,0,30130,3,2,0,4,,3,366,,85,78,1,9,0
45,1946-023,1946-023-02,1946-023-02-01,1946-023-02-01-01,12/23/46,1,329 U.S. 338,329,338,,67 S. Ct. 301,91 L. Ed. 331,1946 U.S. LEXIS 1584,1946,1301,Vinson,86,GIBSON v. UNITED STATES,1/2/46,10/23/46,142,,27,,1,24,,0,103,41,26,,0,10,2,1,1,3,0,1,0,0,30130,3,2,0,4,,3,366,,85,87,1,9,0
90,1946-049,1946-049-01,1946-049-01-01,1946-049-01-01-01,2/10/47,1,330 U.S. 1,330,1,,67 S. Ct. 504,91 L. Ed. 711,1947 U.S. LEXIS 2959,1946,1301,Vinson,52,EVERSON v. BOARD OF EDUCATION OF THE TOWNSHIP OF EWING ET AL.,11/20/46,,25,35,21,35,2,,,0,302,35,300,35,0,1,3,1,1,2,0,0,0,0,30170,3,1,0,2,,2,230,,78,87,1,5,4
91,1946-049,1946-049-01,1946-049-01-02,1946-049-01-02-01,2/10/47,1,330 U.S. 1,330,1,,67 S. Ct. 504,91 L. Ed. 711,1947 U.S. LEXIS 2959,1946,1301,Vinson,52,EVERSON v. BOARD OF EDUCATION OF THE TOWNSHIP OF EWING ET AL.,11/20/46,,25,35,21,35,2,,,0,302,35,300,35,0,1,3,1,1,2,0,0,0,0,30170,3,1,0,2,,2,203,,78,87,1,5,4
94,1946-050,1946-050-01,1946-050-01-03,1946-050-01-03-01,2/10/47,1,330 U.S. 75,330,75,,67 S. Ct. 556,91 L. Ed. 754,1947 U.S. LEXIS 2960,1946,1301,Vinson,20,UNITED PUBLIC WORKERS OF AMERICA (C. I. O.) ET AL. v. MITCHELL ET AL.,12/3/45,10/17/46,8,60,320,,2,20,,1,55,10,55,10,0,1,,1,1,2,0,0,0,0,30010,3,1,0,1,,2,201,,79,74,1,4,3
96,1946-050,1946-050-01,1946-050-01-05,1946-050-01-05-01,2/10/47,1,330 U.S. 75,330,75,,67 S. Ct. 556,91 L. Ed. 754,1947 U.S. LEXIS 2960,1946,1301,Vinson,20,UNITED PUBLIC WORKERS OF AMERICA (C. I. O.) ET AL. v. MITCHELL ET AL.,12/3/45,10/17/46,8,60,320,,2,20,,1,55,10,55,10,0,1,,1,1,2,0,0,0,0,30010,3,1,0,1,,2,223,,79,74,1,4,3
97,1946-050,1946-050-01,1946-050-01-06,1946-050-01-06-01,2/10/47,1,330 U.S. 75,330,75,,67 S. Ct. 556,91 L. Ed. 754,1947 U.S. LEXIS 2960,1946,1301,Vinson,20,UNITED PUBLIC WORKERS OF AMERICA (C. I. O.) ET AL. v. MITCHELL ET AL.,12/3/45,10/17/46,8,60,320,,2,20,,1,55,10,55,10,0,1,,1,1,2,0,0,0,0,30010,3,1,0,1,,2,222,,79,74,1,4,3
98,1946-050,1946-050-01,1946-050-01-07,1946-050-01-07-01,2/10/47,1,330 U.S. 75,330,75,,67 S. Ct. 556,91 L. Ed. 754,1947 U.S. LEXIS 2960,1946,1301,Vinson,20,UNITED PUBLIC WORKERS OF AMERICA (C. I. O.) ET AL. v. MITCHELL ET AL.,12/3/45,10/17/46,8,60,320,,2,20,,1,55,10,55,10,0,1,,1,1,2,0,0,0,0,30010,3,1,0,1,,6,600,18 U.S.C. § 9,79,74,1,4,3
99,1946-051,1946-051-01,1946-051-01-01,1946-051-01-01-01,2/10/47,1,330 U.S. 127,330,127,,67 S. Ct. 544,91 L. Ed. 794,1947 U.S. LEXIS 2860,1946,1301,Vinson,84,OKLAHOMA v. UNITED STATES CIVIL SERVICE COMMISSION,10/17/46,,28,42,320,,1,20,,0,106,42,30,,0,10,2,1,1,2,0,0,0,0,30010,3,1,0,1,,6,600,18 U.S.C. § 12,79,87,1,5,2
100,1946-051,1946-051-01,1946-051-01-02,1946-051-01-02-01,2/10/47,1,330 U.S. 127,330,127,,67 S. Ct. 544,91 L. Ed. 794,1947 U.S. LEXIS 2860,1946,1301,Vinson,84,OKLAHOMA v. UNITED STATES CIVIL SERVICE COMMISSION,10/17/46,,28,42,320,,1,20,,0,106,42,30,,0,10,2,1,1,2,0,0,0,0,30010,3,1,0,1,,2,223,,79,87,1,5,2
